sentence_id,Global_Gap,Semantic_Depth,Negation_Norm,model_error_col,is_error,model,HPI_global,HPI_bin
32,0.012713012477718302,0,0.0,BART_is_error,0,BART,0.02530969413581062,"(0.008730000000000002, 0.522]"
33,0.41500000000000004,1,0.0,BART_is_error,0,BART,2.401264095171472,"(2.175, 3.508]"
34,0.22819209486166003,1,0.0,BART_is_error,0,BART,2.029357676493002,"(1.926, 2.175]"
35,0.1473142857142857,0,1.0,BART_is_error,0,BART,0.9818620593425127,"(0.522, 1.664]"
36,0.16264705882352937,0,0.0,BART_is_error,0,BART,0.3238058106312465,"(0.008730000000000002, 0.522]"
37,0.17819018087855293,0,1.0,BART_is_error,0,BART,1.0433313188234263,"(0.522, 1.664]"
38,0.3294629898403483,1,0.0,BART_is_error,0,BART,2.2309727839478817,"(2.175, 3.508]"
39,0.1008590909090909,0,0.0,BART_is_error,0,BART,0.20079526754174654,"(0.008730000000000002, 0.522]"
40,0.33432380952380947,0,0.5,BART_is_error,0,BART,1.0098791244912433,"(0.522, 1.664]"
41,0.030270334928229652,0,0.0,BART_is_error,0,BART,0.060263680206781405,"(0.008730000000000002, 0.522]"
42,0.0320531914893617,0,0.5,BART_is_error,0,BART,0.4081038251982637,"(0.008730000000000002, 0.522]"
43,0.0579710144927536,1,0.0,BART_is_error,0,BART,1.6904731290928339,"(1.664, 1.926]"
44,0.09836235489220554,1,0.5,BART_is_error,0,BART,2.1151769536180156,"(1.926, 2.175]"
45,0.09636470588235291,1,0.0,BART_is_error,0,BART,1.7669091891941349,"(1.664, 1.926]"
46,0.3536654135338346,1,0.0,BART_is_error,0,BART,2.279156166297348,"(2.175, 3.508]"
47,0.2247,1,0.0,BART_is_error,0,BART,2.0224054412932997,"(1.926, 2.175]"
48,0.15257931034482755,0,0.5,BART_is_error,0,BART,0.6480531848763633,"(0.522, 1.664]"
49,0.08823529411764705,1,0.0,BART_is_error,0,BART,1.7507247541021862,"(1.664, 1.926]"
50,0.06719219219219215,1,0.5,BART_is_error,0,BART,2.05312185176993,"(1.926, 2.175]"
51,0.09691666666666665,1,0.0,BART_is_error,0,BART,1.7680080600282844,"(1.664, 1.926]"
52,0.5,0,0.5,BART_is_error,0,BART,1.339715480263567,"(0.522, 1.664]"
53,0.06606598639455774,0,0.0,BART_is_error,0,BART,0.13152743390738716,"(0.008730000000000002, 0.522]"
54,0.2039384615384615,1,0.5,BART_is_error,0,BART,2.3253630894335644,"(2.175, 3.508]"
55,0.2593052109181141,1,0.0,BART_is_error,0,BART,2.091299207061071,"(1.926, 2.175]"
56,0.4791666666666667,0,0.0,BART_is_error,0,BART,0.9539487037132115,"(0.522, 1.664]"
57,0.4130434782608695,0,0.0,BART_is_error,0,BART,0.8223073892121443,"(0.522, 1.664]"
58,0.026091176470588198,0,0.0,BART_is_error,0,BART,0.051943604812111834,"(0.008730000000000002, 0.522]"
59,0.3703769230769231,1,0.0,BART_is_error,0,BART,2.312426266191025,"(2.175, 3.508]"
60,0.121527027027027,1,0.5,BART_is_error,0,BART,2.1612943288283555,"(1.926, 2.175]"
61,0.0975559176672384,0,1.0,BART_is_error,0,BART,0.8828006387567062,"(0.522, 1.664]"
62,0.0702614379084967,0,0.0,BART_is_error,0,BART,0.13987994632452883,"(0.008730000000000002, 0.522]"
63,0.2316469387755102,0,0.5,BART_is_error,0,BART,0.8054649309225427,"(0.522, 1.664]"
64,0.391304347826087,1,0.0,BART_is_error,0,BART,2.354089618632459,"(2.175, 3.508]"
65,0.3181818181818182,1,0.0,BART_is_error,0,BART,2.208513669346099,"(2.175, 3.508]"
66,0.24999999999999994,0,0.0,BART_is_error,0,BART,0.4977123671547189,"(0.008730000000000002, 0.522]"
67,0.17179032258064508,1,0.0,BART_is_error,0,BART,1.9170702381181808,"(1.664, 1.926]"
68,0.25057809543830145,1,0.0,BART_is_error,0,BART,2.0739248338455107,"(1.926, 2.175]"
69,0.01335833333333325,0,0.0,BART_is_error,0,BART,0.02659443081830032,"(0.008730000000000002, 0.522]"
70,0.0666666666666666,1,0.5,BART_is_error,0,BART,2.052075609556692,"(1.926, 2.175]"
71,0.0113848484848484,0,0.0,BART_is_error,0,BART,0.022665519556366854,"(0.008730000000000002, 0.522]"
72,0.12573152454780365,1,0.0,BART_is_error,0,BART,1.8253741045292744,"(1.664, 1.926]"
73,0.3846153846153846,1,0.0,BART_is_error,0,BART,2.3407728997788215,"(2.175, 3.508]"
74,0.08388157894736839,1,0.5,BART_is_error,0,BART,2.086347908523048,"(1.926, 2.175]"
75,0.14501515151515149,0,0.0,BART_is_error,0,BART,0.28870333733562514,"(0.008730000000000002, 0.522]"
76,0.3472222222222222,1,0.0,BART_is_error,0,BART,2.2663287422984144,"(2.175, 3.508]"
77,0.12155351473922896,0,0.0,BART_is_error,0,BART,0.24199475022735067,"(0.008730000000000002, 0.522]"
78,0.22058823529411759,1,0.0,BART_is_error,0,BART,2.014219536713508,"(1.926, 2.175]"
79,0.5454545454545454,0,0.0,BART_is_error,0,BART,1.0859178919739323,"(0.522, 1.664]"
80,0.30169986962190354,1,0.0,BART_is_error,0,BART,2.175700590813789,"(2.175, 3.508]"
81,0.0555555555555555,1,0.5,BART_is_error,0,BART,2.0299550599053715,"(1.926, 2.175]"
82,0.3456322580645161,1,0.0,BART_is_error,0,BART,2.263163362999922,"(2.175, 3.508]"
83,0.25,1,0.5,BART_is_error,0,BART,2.417064678803486,"(2.175, 3.508]"
84,0.32199519230769225,1,0.0,BART_is_error,0,BART,2.21610552319824,"(2.175, 3.508]"
85,0.0141535714285714,0,0.0,BART_is_error,0,BART,0.028177630157630678,"(0.008730000000000002, 0.522]"
86,0.24991659716430353,1,0.0,BART_is_error,0,BART,2.0726078903582295,"(1.926, 2.175]"
87,0.0517127799736495,1,0.0,BART_is_error,0,BART,1.6780139262259832,"(1.664, 1.926]"
88,0.1018428571428571,1,0.0,BART_is_error,0,BART,1.7778153637201235,"(1.664, 1.926]"
89,0.06699346405228755,1,0.0,BART_is_error,0,BART,1.7084354680040728,"(1.664, 1.926]"
90,0.02667990867579905,1,0.0,BART_is_error,1,BART,1.628177247704653,"(0.522, 1.664]"
91,0.06652542372881355,1,0.0,BART_is_error,0,BART,1.7075036701747923,"(1.664, 1.926]"
92,0.3555555555555555,1,0.0,BART_is_error,0,BART,2.282919154536905,"(2.175, 3.508]"
93,0.2024205882352941,0,0.0,BART_is_error,0,BART,0.4029889205257556,"(0.008730000000000002, 0.522]"
94,0.32461088435374147,1,0.0,BART_is_error,0,BART,2.221312972318188,"(2.175, 3.508]"
95,0.2706804597701149,0,1.0,BART_is_error,0,BART,1.227465541407104,"(0.522, 1.664]"
96,0.06178048780487805,0,0.0,BART_is_error,0,BART,0.12299565131735642,"(0.008730000000000002, 0.522]"
97,0.12784090909090903,0,0.5,BART_is_error,0,BART,0.5988027518855192,"(0.522, 1.664]"
98,0.07633367003367,0,0.0,BART_is_error,0,BART,0.15196884642426053,"(0.008730000000000002, 0.522]"
99,0.15619967793880835,1,0.0,BART_is_error,0,BART,1.8860316115175544,"(1.664, 1.926]"
100,0.1044656126482213,0,0.5,BART_is_error,0,BART,0.5522660553837856,"(0.522, 1.664]"
101,0.3262545454545454,1,0.0,BART_is_error,0,BART,2.224585254147313,"(2.175, 3.508]"
102,0.445578947368421,1,0.0,BART_is_error,0,BART,2.4621421762908176,"(2.175, 3.508]"
103,0.2277183600713012,1,0.0,BART_is_error,1,BART,2.0284145418373503,"(1.926, 2.175]"
104,0.11146765089014321,1,0.0,BART_is_error,0,BART,1.7969768792374743,"(1.664, 1.926]"
105,0.008840326340326301,0,0.0,BART_is_error,0,BART,0.01759975899705607,"(0.008730000000000002, 0.522]"
106,0.0398052631578947,0,0.0,BART_is_error,0,BART,0.07924628700612918,"(0.008730000000000002, 0.522]"
107,0.22027717717717715,0,0.5,BART_is_error,0,BART,0.7828294470861781,"(0.522, 1.664]"
108,0.2881285714285714,1,0.0,BART_is_error,0,BART,2.1486821790171255,"(1.926, 2.175]"
109,0.20066666666666666,0,0.0,BART_is_error,0,BART,0.3994971267028544,"(0.008730000000000002, 0.522]"
110,0.09510854700854696,1,0.0,BART_is_error,0,BART,1.7644083659677174,"(1.664, 1.926]"
111,0.1902573529411764,1,0.0,BART_is_error,0,BART,1.9538353156984134,"(1.926, 2.175]"
112,0.0587285714285714,0,0.0,BART_is_error,0,BART,0.11691974522131708,"(0.008730000000000002, 0.522]"
113,0.16937186874749896,0,1.0,BART_is_error,0,BART,1.0257753868032022,"(0.522, 1.664]"
114,0.03164827586206885,1,0.0,BART_is_error,0,BART,1.6380685188773416,"(0.522, 1.664]"
115,0.05270000000000005,0,0.0,BART_is_error,0,BART,0.10491776699621487,"(0.008730000000000002, 0.522]"
116,0.2091474095796676,0,0.5,BART_is_error,0,BART,0.7606717551788246,"(0.522, 1.664]"
117,0.3003337041156841,1,0.0,BART_is_error,0,BART,2.1729807609416865,"(1.926, 2.175]"
118,0.11290420420420419,1,0.5,BART_is_error,0,BART,2.144127586593544,"(1.926, 2.175]"
119,0.7142857142857143,1,0.0,BART_is_error,0,BART,2.997096900422407,"(2.175, 3.508]"
120,0.10807026713124271,0,1.0,BART_is_error,0,BART,0.9037331257999923,"(0.522, 1.664]"
121,0.3756521739130435,1,0.0,BART_is_error,0,BART,2.3229284965149466,"(2.175, 3.508]"
122,0.37499999999999994,1,0.0,BART_is_error,0,BART,2.3216301164267166,"(2.175, 3.508]"
123,0.3450578420467185,0,0.0,BART_is_error,0,BART,0.6869582214814857,"(0.522, 1.664]"
124,0.032531194295900095,0,0.0,BART_is_error,0,BART,0.06476471087753012,"(0.008730000000000002, 0.522]"
125,0.048457282502443744,0,0.0,BART_is_error,0,BART,0.09647115512070488,"(0.008730000000000002, 0.522]"
126,0.1748941391941391,1,0.0,BART_is_error,0,BART,1.9232494697738458,"(1.664, 1.926]"
127,0.0957446808510638,1,0.0,BART_is_error,1,BART,1.7656748126900625,"(1.664, 1.926]"
128,0.359375,0,0.0,BART_is_error,0,BART,0.7154615277849086,"(0.522, 1.664]"
129,0.05066666666666665,1,0.0,BART_is_error,0,BART,1.6759312721046613,"(1.664, 1.926]"
130,0.054408108108108005,1,0.0,BART_is_error,0,BART,1.6833799188102234,"(1.664, 1.926]"
131,0.1324384615384615,1,0.5,BART_is_error,0,BART,2.1830173524273144,"(2.175, 3.508]"
132,0.40652173913043477,1,0.0,BART_is_error,0,BART,2.3843851540244856,"(2.175, 3.508]"
133,0.32553902439024385,0,0.5,BART_is_error,0,BART,0.9923899396761532,"(0.522, 1.664]"
134,0.43474146341463415,1,0.5,BART_is_error,0,BART,2.784857123074384,"(2.175, 3.508]"
135,0.03749324324324325,1,0.0,BART_is_error,0,BART,1.6497049690822474,"(0.522, 1.664]"
136,0.0297,0,0.5,BART_is_error,0,BART,0.4034189751721095,"(0.008730000000000002, 0.522]"
137,0.12694836601307186,1,0.0,BART_is_error,0,BART,1.827796652713797,"(1.664, 1.926]"
138,0.18232286361063949,0,1.0,BART_is_error,0,BART,1.0515588680445713,"(0.522, 1.664]"
139,0.2708333333333333,1,0.0,BART_is_error,0,BART,2.114249963445584,"(1.926, 2.175]"
140,0.1554411764705882,1,0.0,BART_is_error,0,BART,1.8845215492726017,"(1.664, 1.926]"
141,0.3256427158866183,1,0.0,BART_is_error,0,BART,2.22336719357712,"(2.175, 3.508]"
142,0.23353333333333332,0,1.0,BART_is_error,0,BART,1.1535112044797193,"(0.522, 1.664]"
143,0.2896518038852913,1,0.0,BART_is_error,0,BART,2.1517147055441694,"(1.926, 2.175]"
144,0.2357,1,0.0,BART_is_error,0,BART,2.0443047854481073,"(1.926, 2.175]"
145,0.2647058823529411,1,0.0,BART_is_error,0,BART,2.102051130917282,"(1.926, 2.175]"
146,0.1364307692307692,0,0.0,BART_is_error,0,BART,0.27161312442634133,"(0.008730000000000002, 0.522]"
147,0.0522666666666666,0,0.5,BART_is_error,0,BART,0.44834581151394204,"(0.008730000000000002, 0.522]"
148,0.08135775862068964,0,0.0,BART_is_error,0,BART,0.16197105051802274,"(0.008730000000000002, 0.522]"
149,0.09364259094942315,1,0.0,BART_is_error,0,BART,1.7614898681263922,"(1.664, 1.926]"
150,0.061527426810477646,1,0.5,BART_is_error,0,BART,2.0418441566198933,"(1.926, 2.175]"
151,0.09813962264150941,1,0.0,BART_is_error,0,BART,1.7704427812809442,"(1.664, 1.926]"
152,0.20973492063492066,1,0.0,BART_is_error,0,BART,1.9926122209914923,"(1.926, 2.175]"
153,0.2800367816091953,0,0.0,BART_is_error,0,BART,0.5575110778604068,"(0.522, 1.664]"
154,0.2010222222222222,0,1.0,BART_is_error,0,BART,1.0887864761999544,"(0.522, 1.664]"
155,0.2871435897435898,1,0.0,BART_is_error,0,BART,2.1467212287529804,"(1.926, 2.175]"
156,0.1435185185185185,1,0.0,BART_is_error,0,BART,1.8607853320241992,"(1.664, 1.926]"
157,0.1554411764705882,1,0.0,BART_is_error,0,BART,1.8845215492726017,"(1.664, 1.926]"
158,0.3376636363636363,1,0.0,BART_is_error,0,BART,2.2472990367211008,"(2.175, 3.508]"
159,0.1672852598091198,1,0.0,BART_is_error,0,BART,1.9081013362933952,"(1.664, 1.926]"
160,0.3865207373271889,1,0.0,BART_is_error,0,BART,2.3445661702126483,"(2.175, 3.508]"
161,0.17985714285714274,1,0.0,BART_is_error,0,BART,1.9331300629790902,"(1.926, 2.175]"
162,0.3069568627450979,0,0.0,BART_is_error,0,BART,0.6111049070849954,"(0.522, 1.664]"
163,0.064727536231884,1,0.5,BART_is_error,0,BART,2.0482150927610228,"(1.926, 2.175]"
164,0.5084864661654136,1,0.0,BART_is_error,1,BART,2.5873815766599417,"(2.175, 3.508]"
165,0.3205128205128205,0,0.0,BART_is_error,0,BART,0.6380927784034859,"(0.522, 1.664]"
166,0.126663768115942,1,0.0,BART_is_error,0,BART,1.827230061141526,"(1.664, 1.926]"
167,0.222855462184874,1,0.0,BART_is_error,0,BART,2.018733244164209,"(1.926, 2.175]"
168,0.35,1,0.0,BART_is_error,0,BART,2.271858879711245,"(2.175, 3.508]"
169,0.1412588235294117,1,0.0,BART_is_error,0,BART,1.8562866194558951,"(1.664, 1.926]"
170,0.1179072463768115,1,0.0,BART_is_error,0,BART,1.8097971444902283,"(1.664, 1.926]"
171,0.1589987158319574,1,0.0,BART_is_error,0,BART,1.8916040746197744,"(1.664, 1.926]"
172,0.5182056155112493,1,0.0,BART_is_error,0,BART,2.6067309399705265,"(2.175, 3.508]"
173,0.2312925170068027,1,0.0,BART_is_error,0,BART,2.035530150273154,"(1.926, 2.175]"
174,0.2526999999999999,1,0.0,BART_is_error,0,BART,2.078149226414628,"(1.926, 2.175]"
175,0.1506836257309941,1,0.0,BART_is_error,0,BART,1.8750499819107533,"(1.664, 1.926]"
176,0.1751999999999999,1,0.0,BART_is_error,0,BART,1.9238583925966652,"(1.664, 1.926]"
177,0.33959183673469384,1,0.0,BART_is_error,0,BART,2.2511377934052117,"(2.175, 3.508]"
178,0.1332056603773584,0,0.0,BART_is_error,0,BART,0.26519241817929046,"(0.008730000000000002, 0.522]"
179,0.1217322580645161,0,0.5,BART_is_error,0,BART,0.5866413472356466,"(0.522, 1.664]"
180,0.0598481481481481,0,0.0,BART_is_error,0,BART,0.11914865393856441,"(0.008730000000000002, 0.522]"
181,0.26041666666666663,1,0.0,BART_is_error,0,BART,2.0935119481474707,"(1.926, 2.175]"
182,0.11846363636363624,1,0.0,BART_is_error,0,BART,1.8109048331998432,"(1.664, 1.926]"
183,0.13333333333333325,1,0.0,BART_is_error,0,BART,1.8405081615104883,"(1.664, 1.926]"
184,0.1538461538461538,1,0.0,BART_is_error,0,BART,1.8813460993283115,"(1.664, 1.926]"
185,0.08135775862068964,0,0.0,BART_is_error,0,BART,0.16197105051802274,"(0.008730000000000002, 0.522]"
186,0.13351176470588233,1,0.0,BART_is_error,0,BART,1.8408633915137125,"(1.664, 1.926]"
187,0.1711411764705882,1,0.0,BART_is_error,0,BART,1.9157778859299182,"(1.664, 1.926]"
188,0.24061833688699363,1,0.0,BART_is_error,0,BART,2.0540964538260673,"(1.926, 2.175]"
189,0.26041666666666663,1,0.0,BART_is_error,0,BART,2.0935119481474707,"(1.926, 2.175]"
190,0.36254750733137825,0,1.0,BART_is_error,0,BART,1.4103590042280303,"(0.522, 1.664]"
191,0.3461538461538461,0,0.0,BART_is_error,0,BART,0.6891402006757646,"(0.522, 1.664]"
192,0.4026555555555555,0,0.0,BART_is_error,0,BART,0.8016265988142159,"(0.522, 1.664]"
193,0.09155714285714281,1,0.0,BART_is_error,0,BART,1.7573380549000435,"(1.664, 1.926]"
194,0.2258064516129032,1,0.0,BART_is_error,0,BART,2.0246082198989006,"(1.926, 2.175]"
195,0.04210526315789475,0,0.0,BART_is_error,0,BART,0.0838252407839527,"(0.008730000000000002, 0.522]"
196,0.22015915119363394,1,1.0,BART_is_error,0,BART,2.701946786768325,"(2.175, 3.508]"
197,0.0903760869565217,0,1.0,BART_is_error,0,BART,0.8685066766015024,"(0.522, 1.664]"
198,0.0071869875222816,1,0.0,BART_is_error,0,BART,1.589369775984343,"(0.522, 1.664]"
199,0.11499941927990705,1,0.0,BART_is_error,0,BART,1.8040080984595206,"(1.664, 1.926]"
200,0.1902703324808184,0,0.0,BART_is_error,0,BART,0.3787995903133742,"(0.008730000000000002, 0.522]"
201,0.0761904761904761,1,0.0,BART_is_error,0,BART,1.7267453347322668,"(1.664, 1.926]"
202,0.0791216216216216,0,0.5,BART_is_error,0,BART,0.501809984315798,"(0.008730000000000002, 0.522]"
203,0.0645925925925925,0,0.5,BART_is_error,0,BART,0.47288487459380724,"(0.008730000000000002, 0.522]"
204,0.24647887323943657,1,0.0,BART_is_error,0,BART,2.06576389950915,"(1.926, 2.175]"
205,0.11453725490196076,1,0.0,BART_is_error,0,BART,1.8030879987532715,"(1.664, 1.926]"
206,0.21302384219554024,0,0.0,BART_is_error,0,BART,0.4240984030381426,"(0.008730000000000002, 0.522]"
207,0.09444334975369455,1,0.0,BART_is_error,0,BART,1.7630840583663678,"(1.664, 1.926]"
208,0.1155172413793104,1,0.0,BART_is_error,0,BART,1.8050390043109568,"(1.664, 1.926]"
209,0.5047714285714285,1,0.0,BART_is_error,0,BART,2.5799854960400577,"(2.175, 3.508]"
210,0.0770816993464052,0,0.5,BART_is_error,0,BART,0.49774880613815964,"(0.008730000000000002, 0.522]"
211,0.45059412132582866,1,0.0,BART_is_error,0,BART,2.4721266326989535,"(2.175, 3.508]"
212,0.21721960784313726,1,0.0,BART_is_error,0,BART,2.0075131065427487,"(1.926, 2.175]"
213,0.35307692307692307,0,0.0,BART_is_error,0,BART,0.70292300468928,"(0.522, 1.664]"
214,0.1001064184852374,0,0.0,BART_is_error,0,BART,0.19929681004667368,"(0.008730000000000002, 0.522]"
215,0.28317876559002236,1,0.0,BART_is_error,1,BART,2.1388278606936835,"(1.926, 2.175]"
216,0.07534768466229955,1,0.0,BART_is_error,0,BART,1.72506746366624,"(1.664, 1.926]"
217,0.1246404371584699,0,1.0,BART_is_error,0,BART,0.936721839993622,"(0.522, 1.664]"
218,0.10064582798459559,0,0.0,BART_is_error,0,BART,0.20037069316183895,"(0.008730000000000002, 0.522]"
219,0.253448275862069,0,0.0,BART_is_error,0,BART,0.5045773653223703,"(0.008730000000000002, 0.522]"
220,0.33708979591836735,1,0.0,BART_is_error,0,BART,2.2461566067755654,"(2.175, 3.508]"
221,0.067636866359447,1,0.0,BART_is_error,0,BART,1.7097163851453894,"(1.664, 1.926]"
222,0.35263145161290316,1,0.5,BART_is_error,1,BART,2.6213884497106186,"(2.175, 3.508]"
223,0.5166666666666666,0,0.5,BART_is_error,0,BART,1.372896304740548,"(0.522, 1.664]"
224,0.0053701612903225,0,0.0,BART_is_error,0,BART,0.010691182751236206,"(0.008730000000000002, 0.522]"
225,0.14068344226579516,0,0.0,BART_is_error,0,BART,0.2800795562783326,"(0.008730000000000002, 0.522]"
226,0.0144734335839599,1,0.0,BART_is_error,0,BART,1.6038759932543554,"(0.522, 1.664]"
227,0.16668253968253965,1,0.5,BART_is_error,0,BART,2.2511921572037963,"(2.175, 3.508]"
228,0.19956140350877188,1,0.0,BART_is_error,0,BART,1.972358279826914,"(1.926, 2.175]"
229,0.17845117845117836,1,0.0,BART_is_error,0,BART,1.930330999488579,"(1.926, 2.175]"
230,0.5478158072956749,1,0.0,BART_is_error,0,BART,2.665680374550253,"(2.175, 3.508]"
231,0.2129629629629629,1,0.0,BART_is_error,0,BART,1.9990387673449543,"(1.926, 2.175]"
232,0.15882307692307684,0,0.0,BART_is_error,0,BART,0.3161928382967224,"(0.008730000000000002, 0.522]"
233,0.2666666666666666,1,0.0,BART_is_error,0,BART,2.105954757326338,"(1.926, 2.175]"
234,0.2156529411764706,0,0.5,BART_is_error,0,BART,0.7736232893014031,"(0.522, 1.664]"
235,0.2535282258064516,0,0.0,BART_is_error,0,BART,0.5047365336266606,"(0.008730000000000002, 0.522]"
236,0.0405405405405405,1,0.0,BART_is_error,0,BART,1.6557716792872954,"(0.522, 1.664]"
237,0.19019629629629625,0,0.0,BART_is_error,0,BART,0.3786521954147597,"(0.008730000000000002, 0.522]"
238,0.02705,0,0.5,BART_is_error,0,BART,0.3981432240802695,"(0.008730000000000002, 0.522]"
239,0.20028571428571434,1,0.0,BART_is_error,0,BART,1.9738002735523046,"(1.926, 2.175]"
240,0.4833073732718894,0,0.5,BART_is_error,0,BART,1.3064829732120546,"(0.522, 1.664]"
241,0.1167958656330749,1,0.0,BART_is_error,0,BART,1.807584552727127,"(1.664, 1.926]"
242,0.20018359788359785,1,0.0,BART_is_error,0,BART,1.9735969751674138,"(1.926, 2.175]"
243,0.3496117647058824,1,0.0,BART_is_error,0,BART,2.271085961682252,"(2.175, 3.508]"
244,0.2455809523809524,1,0.0,BART_is_error,0,BART,2.063976274245175,"(1.926, 2.175]"
245,0.09550134680134675,0,0.5,BART_is_error,0,BART,0.5344195514859771,"(0.522, 1.664]"
246,0.15915310734463273,1,0.0,BART_is_error,0,BART,1.8919114448807433,"(1.664, 1.926]"
247,0.1055555555555555,1,0.0,BART_is_error,0,BART,1.7852067873821862,"(1.664, 1.926]"
248,0.2075818181818181,0,1.0,BART_is_error,0,BART,1.1018456443304705,"(0.522, 1.664]"
249,0.1019134952004517,0,0.0,BART_is_error,0,BART,0.20289442776491165,"(0.008730000000000002, 0.522]"
250,0.3992673992673993,1,0.0,BART_is_error,0,BART,2.369942855362981,"(2.175, 3.508]"
251,0.25781428571428566,1,0.0,BART_is_error,0,BART,2.088330999411279,"(1.926, 2.175]"
252,0.3666666666666667,0,0.0,BART_is_error,0,BART,0.729978138493588,"(0.522, 1.664]"
253,0.30299539170506906,1,0.0,BART_is_error,0,BART,2.178279780264643,"(2.175, 3.508]"
254,0.1649333333333333,1,0.0,BART_is_error,0,BART,1.9034190047188448,"(1.664, 1.926]"
255,0.431920202020202,1,0.0,BART_is_error,0,BART,2.434949670372315,"(2.175, 3.508]"
256,0.20659722222222215,1,0.0,BART_is_error,0,BART,1.986365535773885,"(1.926, 2.175]"
257,0.16774193548387095,0,0.0,BART_is_error,0,BART,0.33394894312316625,"(0.008730000000000002, 0.522]"
258,0.0487235294117647,0,0.0,BART_is_error,0,BART,0.09700121263864793,"(0.008730000000000002, 0.522]"
259,0.3483796296296296,0,0.0,BART_is_error,0,BART,0.6935714005257889,"(0.522, 1.664]"
260,0.3064516129032258,1,0.0,BART_is_error,0,BART,2.185160596400423,"(2.175, 3.508]"
261,0.15643274853801165,1,0.0,BART_is_error,0,BART,1.8864956199961291,"(1.664, 1.926]"
262,0.23722943722943718,1,0.5,BART_is_error,0,BART,2.3916404106977476,"(2.175, 3.508]"
263,0.35914990512333966,0,0.0,BART_is_error,0,BART,0.7150133977693205,"(0.522, 1.664]"
264,0.19182027649769579,1,0.0,BART_is_error,0,BART,1.9569468612304017,"(1.926, 2.175]"
265,0.14870913216108894,1,0.0,BART_is_error,0,BART,1.8711190624363163,"(1.664, 1.926]"
266,0.0516240829346092,0,0.5,BART_is_error,0,BART,0.4470665240324324,"(0.008730000000000002, 0.522]"
267,0.02723043240284615,0,0.0,BART_is_error,0,BART,0.054211691879468484,"(0.008730000000000002, 0.522]"
268,0.46835288367546435,0,0.0,BART_is_error,0,BART,0.9324200895914164,"(0.522, 1.664]"
