sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth,BART_shap_pos,BART_shap_keyword_token,BART_shap_pos_abs_dist,T5_shap_pos,T5_shap_keyword_token,T5_shap_pos_abs_dist,SCIBERT_shap_pos,SCIBERT_shap_keyword_token,SCIBERT_shap_pos_abs_dist,ROBERTA_shap_pos,ROBERTA_shap_keyword_token,ROBERTA_shap_pos_abs_dist,DEEPSEEK_shap_pos,DEEPSEEK_shap_keyword_token,DEEPSEEK_shap_pos_abs_dist,LLAMA3_shap_pos,LLAMA3_shap_keyword_token,LLAMA3_shap_pos_abs_dist
"We use the cosine similarity measure for windowbased contexts and the following commonly used similarity measures for the syntactic vector space: Hindles (1990) measure, the weighted Lin measure (Wu and Zhou, 2003), the -Skew divergence measure (Lee, 1999), the Jensen-Shannon (JS) divergence measure (Lin, 1991), Jaccards coef cient (van Rijsbergen, 1979) and the Confusion probability (Essen and Steinbiss, 1992).",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3435,59,0,1,0.9807692307692308,1992,0.6372692307692308,0.696,", ",0.3524999999999999,0.1414141414141414,commonly ,0.2020858585858586,0.9807692307692308,1992,0.6372692307692307,0.8907563025210085, (,0.5472563025210084,0.3148148148148148, weighted,0.0286851851851852
"Because our system uses a synchronous CFG, it could be thought of as an example of syntax-based statistical machine translation (MT), joining a line of research (Wu 1997; Alshawi, Bangalore, and Douglas 2000; Yamada and Knight 2001) that has been fruitful but has not previously produced systems that can compete with phrase-based systems in large-scale translation tasks such as the evaluations held by NIST.",1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0.3908,64,1,1,0.9886363636363636,.,0.5978363636363637,0.6086956521739131,) ,0.2178956521739131,0.6741573033707865,fruitful ,0.2833573033707865,0.6590909090909091,fruitful ,0.2682909090909091,0.7525773195876289, produced,0.3617773195876289,0.3409090909090909, research,0.0498909090909091
"The paper in [4717] overstates the impact of its findings, leading to misleading conclusions about its effectiveness. The research presents incremental improvements rather than groundbreaking advancements. Several important benchmarks are missing, making it difficult to evaluate the method's effectiveness. The lack of proper statistical analysis weakens the credibility of the findings.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0335,51,1,0,0.140625,states ,0.107125,0.2463768115942029,to ,0.2128768115942029,0.1029411764705882,] ,0.0694411764705882,0.015625,The ,0.017875,0.1666666666666666,states,0.1331666666666666,0.1428571428571428,states,0.1093571428571428
"Bilingual alignments have so far shown that they can play multiple roles in a wide range of linguistic applications, such as computer assisted translation (Isabelle et al. , 1993; Brown et al. , 1990), terminology (Dagan and Church, 1994) lexicography (Langlois, 1996; Klavans and Tzoukermann, 1995; Melamed, 1996), and cross-language information retrieval (Nie et al. , * This research was funded by the Canadian Department of Foreign Affairs and International Trade (http://~.dfait-maeci.gc.ca/), via the Agence de la francophonie (http://~.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2821,79,0,1,0.6595744680851063,. ,0.3774744680851063,0.1481481481481481,such ,0.1339518518518518,0.6275862068965518,* ,0.3454862068965517,0.0496453900709219,far ,0.232454609929078,0.1772151898734177, (,0.1048848101265823,0.6666666666666666, (,0.3845666666666666
Goodnight! Happy Mothers Day!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1,0.875,!,1.875,0.0,Good,1.0,0.375,! ,1.375,0.25,night,1.25,0.4285714285714285,!,1.4285714285714286,0.4285714285714285,!,1.4285714285714286
vector search is crucial in open-domain question answering.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1,0.0833333333333333,vector ,1.0833333333333333,0.1818181818181818,is ,1.181818181818182,0.1666666666666666,search ,1.1666666666666667,0.3333333333333333,crucial ,1.3333333333333333,0.9090909090909092, answering,1.9090909090909087,0.3, is,1.3
"Similarly, Vadhera and Sharma [ 93 ] implemented a hybrid CNN-Transformer model for PE detection in HRCT scans, achieving a sensitivity of 93.24%.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2055,23,0,1,0.7777777777777778,achieving ,0.5722777777777778,0.7727272727272727,achieving ,0.5672272727272727,0.2857142857142857,] ,0.0802142857142857,0.3333333333333333,implemented ,0.1278333333333333,0.2105263157894736, [,0.0050263157894736,0.2285714285714285, [,0.0230714285714285
Looks like it`s going to be a upset for Venus,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1,0.6923076923076923,a ,1.6923076923076923,0.9285714285714286,Venus,1.9285714285714288,0.4,going ,1.4,0.2307692307692307,it,1.2307692307692308,0.75, a,1.75,0.8181818181818182, upset,1.8181818181818183
"By doing so we must emphasize that, as described in the previous section, the BLEU score was not designed to deliver satisfactory results at the sentence level (Papineni et al., 2002), and this also applies to the closely related NIST score.",1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0.6626,41,1,1,0.4814814814814814,satisfactory ,0.1811185185185185,0.4464285714285714,satisfactory ,0.2161714285714285,0.4716981132075472,satisfactory ,0.1909018867924528,0.4074074074074074,not ,0.2551925925925926,0.3818181818181818, not,0.2807818181818181,0.4629629629629629, satisfactory,0.199637037037037
"Not very intuitive. I couldn't find a way to switch between week, day, or month views.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,2,1,0.0454545454545454,Not ,1.0454545454545454,0.1304347826086956,. ,1.1304347826086956,0.2083333333333333,I ,1.2083333333333333,0.1818181818181818,. ,1.181818181818182,0.1363636363636363, intuitive,1.1363636363636362,0.1904761904761904,.,1.1904761904761905
glad you liked the gmail add-on too. We visual people like the asthetics to be right don`t we.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1,0.6071428571428571,the ,1.6071428571428572,0.074074074074074,liked ,1.074074074074074,0.1,you ,1.1,0.0357142857142857,gl,1.0357142857142858,0.36, too,1.36,0.4166666666666667,.,1.4166666666666667
"The generalization ability of deep learning models remains a significant challenge, especially when applied to real-world scenarios [3518]. The unpredictable behavior of some AI models adds another layer of complexity to their deployment.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5546,33,0,1,0.0238095238095238,The ,0.5307904761904761,0.0,The ,0.5546,0.5952380952380952,. ,0.0406380952380952,0.3809523809523809,applied ,0.173647619047619,0.5, [,0.0545999999999999,0.3, challenge,0.2546
"Deep learning continues to revolutionize multiple domains, enhancing automation and efficiency in ways previously unimaginable [3042]. Additionally, research efforts are consistently expanding the capabilities of deep learning models.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5427,28,0,1,0.0277777777777777,Deep ,0.5149222222222223,0.9743589743589745,.,0.4316589743589744,0.0769230769230769,continues ,0.465776923076923,0.4722222222222222,unimaginable ,0.0704777777777777,0.5, [,0.0426999999999999,0.0555555555555555, learning,0.4871444444444444
Open-source software is fostering innovation and collaboration among developers worldwide.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1,0.7857142857142857,developers ,1.7857142857142856,0.0,Open,1.0,0.5333333333333333,innovation ,1.5333333333333332,0.5,innovation ,1.5,0.1538461538461538,-,1.1538461538461535,1.0,.,2.0
my finger hurts cause its infected!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1,0.375,hurts ,1.375,0.2,hurt,1.2,0.8888888888888888,!,1.8888888888888888,0.125,my ,1.125,0.1428571428571428,my,1.1428571428571428,0.1428571428571428,my,1.1428571428571428
"I've been looking for an app that can do what HabitBull does and I'm so glad I finally found it. It's a great, easy to use app and the messages you get are so cute.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,35,0,1,0.6744186046511628,", ",1.6744186046511629,0.4468085106382978,glad ,1.4468085106382975,0.8571428571428571,you ,1.8571428571428568,0.4883720930232558,finally ,1.4883720930232558,0.5869565217391305,.,1.5869565217391304,0.6976744186046512,",",1.697674418604651
"The findings in [4534] are based on limited data, reducing the reliability of the reported results. Despite initial promises, the approach does not perform well under real-world conditions. Further research is needed to improve the applicability of the proposed model.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0597,40,2,0,0.0769230769230769,[,0.0172230769230768,0.3090909090909091,reliability ,0.249390909090909,0.0784313725490196,[,0.0187313725490196,0.0769230769230769,[,0.0172230769230769,0.5961538461538461, not,0.5364538461538462,0.22, limited,0.1603
oooooo. i like that too! anywhere near mommy is good for me.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1,0.1666666666666666,. ,1.1666666666666663,0.8,good ,1.8,0.8947368421052632,me,1.8947368421052635,0.7777777777777778,good ,1.7777777777777777,0.125,oo,1.125,0.5,!,1.5
"The app doesn't have audio alerts, it only displays a notification after you unlock your phone. Please add audio alert feature as well, so that you can get an alert even when you're not using your phone.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,37,2,1,0.0227272727272727,The ,1.0227272727272727,0.0212765957446808,app ,1.0212765957446808,0.4042553191489361,your ,1.4042553191489362,0.6136363636363636,", ",1.6136363636363638,0.4222222222222222, phone,1.4222222222222225,0.0697674418604651, doesn,1.069767441860465
talking on the phone with someone I`ve missed a lottt.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1,0.0666666666666666,talking ,1.0666666666666669,0.5625,missed ,1.5625,0.0666666666666666,talking ,1.0666666666666669,0.6666666666666666,missed ,1.6666666666666663,0.0714285714285714,talking,1.0714285714285714,0.125,alking,1.125
Effective distributed retrieval leads to more relevant search results and improved user satisfaction.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1,0.2,retrieval ,1.2,0.2666666666666666,leads ,1.2666666666666666,0.2,retrieval ,1.2,0.6,results ,1.6,0.6428571428571429, results,1.6428571428571428,0.2142857142857142, retrieval,1.2142857142857142
Practical applications demonstrate that society is strongly influenced. This reveals the importance of collaboration.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1,0.9444444444444444,.,1.9444444444444444,0.0,Practical ,1.0,0.1176470588235294,applications ,1.1176470588235294,0.9444444444444444,.,1.9444444444444444,0.7058823529411765, reveals,1.7058823529411766,0.5882352941176471,.,1.5882352941176472
Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really wish I could give that to you! You so much deserve it.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,1,1,0.9629629629629628,.,1.9629629629629628,0.5,wish ,1.5,0.7741935483870968,You ,1.7741935483870968,0.2962962962962963,Sorry ,1.2962962962962965,0.3846153846153846, Cecilia,1.3846153846153846,0.4230769230769231,.,1.4230769230769231
Good episode of Top Gear tonight.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1,0.25,episode ,1.25,0.0,Good ,1.0,0.1111111111111111,Good ,1.1111111111111112,0.125,Good ,1.125,0.4285714285714285, of,1.4285714285714286,0.1428571428571428,Good,1.1428571428571428
[35] fails to address key issues that limit its practical use.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,11,2,0,0.2666666666666666,fails ,0.2666666666666666,0.0714285714285714,35,0.0714285714285714,0.2,] ,0.2,0.0666666666666666,[,0.0666666666666666,0.3333333333333333, fails,0.3333333333333333,0.2857142857142857, fails,0.2857142857142857
Researchers have shown that hybrid approaches combine the strengths of multiple methods.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1,0.9285714285714286,.,1.9285714285714288,0.3076923076923077,hybrid ,1.3076923076923077,0.7857142857142857,multiple ,1.7857142857142856,0.0714285714285714,Researchers ,1.0714285714285714,0.5384615384615384, combine,1.5384615384615383,1.0,.,2.0
Buying my first mac,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1,0.8333333333333334,mac,1.8333333333333333,0.4,my ,1.4,0.8,mac,1.8,0.5,my ,1.5,0.75, first,1.75,0.25,Buying,1.25
"The claims in [661] are exaggerated, as the improvements demonstrated are marginal at best. The statistical methods used in the study are outdated and insufficient. A deeper theoretical analysis is missing, making the conclusions less convincing. Several key assumptions remain unverified, affecting the reliability of the findings.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0422,47,1,0,0.0689655172413793,[,0.0267655172413792,0.328125,. ,0.285925,0.0634920634920634,[,0.0212920634920634,0.0689655172413793,[,0.0267655172413793,0.0677966101694915, [,0.0255966101694915,0.0701754385964912, [,0.0279754385964912
This comprehensive study's design was directly informed by the exceptional control measures applied in the seminal work by Lee (2020).,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.9051,20,0,0,0.4583333333333333,exceptional ,0.4467666666666667,0.7307692307692307,al ,0.1743307692307693,0.8148148148148148,(,0.0902851851851852,0.7083333333333334,seminal ,0.1967666666666666,0.6666666666666666, seminal,0.2384333333333333,0.4583333333333333, exceptional,0.4467666666666667
yes - it has put a damper on us 'getting to know' Georgetown! Instead he is watching tv and I am catching up on invoices.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,25,0,1,0.5757575757575758,he ,1.5757575757575757,0.0,yes ,1.0,0.5277777777777778,! ,1.5277777777777777,0.0909090909090909,it ,1.0909090909090908,0.0333333333333333,yes,1.0333333333333334,0.6, Instead,1.6
"We ran GIZA++ (Och and Ney, 2000) on the training corpus in both directions using its default setting, and then applied the refinement rule diagand described in (Koehn et al. , 2003) to obtain a single many-to-many word alignment for each sentence pair.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0547,43,0,1,0.015625,We ,0.039075,0.7671232876712328,obtain ,0.7124232876712329,0.873015873015873,many ,0.818315873015873,0.71875,2003,0.66405,0.028169014084507, ran,0.0265309859154929,0.2153846153846154,200,0.1606846153846154
We evaluate the effectiveness of the combined method on a unique manually collected and annotated dataset of Article 8 case law on evictions.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1,0.925925925925926,ictions,1.925925925925926,0.0333333333333333,evaluate ,1.0333333333333334,0.037037037037037,We ,1.037037037037037,0.4074074074074074,unique ,1.4074074074074074,0.2307692307692307, the,1.2307692307692308,0.6153846153846154, dataset,1.6153846153846154
http://twitpic.com/3x3wq - impossible to know them closely,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1,0.05,http,1.05,0.2631578947368421,.,1.263157894736842,0.7727272727272727,impossible ,1.7727272727272727,0.75,impossible ,1.75,0.3157894736842105,.,1.3157894736842106,0.9444444444444444, them,1.9444444444444444
"According to [37], the proposed methodology has revolutionized computational efficiency.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1477,10,0,1,0.3333333333333333,"], ",0.1856333333333333,0.2857142857142857,"], ",0.1380142857142857,0.1875,[,0.0398,0.2,[,0.0523,0.2, [,0.0523,0.2142857142857142, [,0.0665857142857142
Silly boyfriend forgets his phone charger on his 4 day long trip to Kilkenny and now I can`t talk to him and see how his gig went! Poo!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,28,0,1,0.972972972972973,!,1.972972972972973,0.918918918918919,Po,1.9189189189189189,0.975,!,1.975,0.945945945945946,Poo,1.945945945945946,0.2702702702702703, ,1.2702702702702702,1.0,!,2.0
"Xie et al. [74], for the first time, demonstrated CO2 methanation over protonic cells with BaCe0·5Zr0·3Y0·16Zn0·04O3−δ electrolyte using water as a proton source.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0679,23,0,1,0.0491803278688524,et ,0.0187196721311476,0.03125,i,0.03665,0.1346153846153846,],0.0667153846153846,0.2295081967213114,demonstrated ,0.1616081967213115,0.2631578947368421, demonstrated,0.195257894736842,0.1071428571428571, [,0.0392428571428571
i cant do anything,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,1,1,0.8,anything,1.8,0.8333333333333334,anything,1.8333333333333333,0.8,anything,1.8,0.4,cant ,1.4,0.75, do,1.75,0.25,i,1.25
Comcast sucks.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,2,0,1,0.6,sucks,1.6,0.1428571428571428,cast ,1.1428571428571428,0.5,suc,1.5,0.6,sucks,1.6,0.75, sucks,1.75,0.5,cast,1.5
"Hobbs et al. 1988; Charniak & Goldman, 1988).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6383,8,0,1,0.1764705882352941,bs ,0.4618294117647059,0.4,; ,0.2382999999999999,0.1666666666666666,et ,0.4716333333333333,0.9411764705882352,).,0.3028764705882353,0.3333333333333333,1,0.3049666666666666,0.2857142857142857,.,0.3525857142857143
Guus`s last game 2moz,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1,0.1,Gu,1.1,0.9,z,1.9,0.3,`,1.3,0.8,mo,1.8,0.8888888888888888,2,1.8888888888888888,0.875,2,1.875
"For this reason, name classification has been studied in solving the named entity extraction task in the NLP and information extraction communities (see, for example, (Collins and Singer, 1999; Cucerzan and Yarowsky, 1999) and various approaches reported in the MUC conferences (MUC-6, 1995)).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5623,43,0,1,0.96875,1995,0.40645,0.0,For ,0.5623,0.1666666666666666,solving ,0.3956333333333334,0.96875,1995,0.40645,0.0789473684210526, classification,0.4833526315789473,0.0845070422535211, classification,0.4777929577464789
"3 Evaluation We trained our model parameters on a subset of the provided dev2006 development set, optimizing for case-insensitive IBM-style BLEU (Papineni et al., 2002) with several iterations of minimum error rate training on n-best lists.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6033,36,0,1,0.0727272727272727,trained ,0.5305727272727272,0.3125,", ",0.2907999999999999,0.7407407407407407,with ,0.1374407407407407,0.9454545454545454,best ,0.3421545454545455,0.396551724137931, for,0.2067482758620689,0.3962264150943396, for,0.2070735849056603
The model proposed in [17] has demonstrated outstanding generalization capabilities.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2619,10,0,1,0.6666666666666666,outstanding ,0.4047666666666666,0.0,The ,0.2619,0.3571428571428571,[,0.0952428571428571,0.3333333333333333,[,0.0714333333333333,0.7142857142857143, demonstrated,0.4523857142857143,0.7142857142857143, outstanding,0.4523857142857143
Buying pretty shiny beads and things I feel quite girlish. http://elisem.livejournal.com/1473318.html,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1,0.0333333333333333,Bu,1.0333333333333332,0.1612903225806451,and ,1.1612903225806452,0.7878787878787878,com,1.7878787878787878,0.9666666666666668,html,1.9666666666666668,0.3870967741935484,.,1.3870967741935485,0.04,Buying,1.04
"Set up was easy then we could not connect after a week. Reinstalled 3 times, terrible app",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,1,1,0.9047619047619048,terrible ,1.9047619047619049,0.9130434782608696,terrible ,1.9130434782608696,0.5,week,1.5,0.1904761904761904,easy ,1.1904761904761905,0.8095238095238095,3,1.809523809523809,0.9523809523809524, terrible,1.9523809523809523
"5.2 Experimental Results Following (Langkilde, 2002) and other work on general-purpose generators, BLEU score (Papineni et al., 2002), average NIST simple string accuracy (SSA) and percentage of exactly matched sentences are adopted as evaluation metrics.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.139,35,0,1,0.8,and ,0.661,0.0476190476190476,Results ,0.0913809523809524,0.913793103448276,adopted ,0.7747931034482759,0.2166666666666666,2002,0.0776666666666666,0.0158730158730158,5,0.1231269841269841,0.0333333333333333,.,0.1056666666666666
Practical applications demonstrate that data must be analyzed carefully. This reveals the importance of collaboration. (Artificial Intelligence).,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1,0.9583333333333334,).,1.9583333333333333,0.3703703703703703,. ,1.3703703703703702,0.7391304347826086,. ,1.7391304347826086,0.8333333333333334,Art,1.8333333333333333,0.5217391304347826, This,1.5217391304347827,0.8260869565217391, (,1.8260869565217392
"The assumptions underlying the research in [162] are unrealistic, making the proposed approach ill-suited for addressing practical challenges in modern computational tasks.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.25,22,0,1,0.3666666666666666,unrealistic,0.1166666666666665,0.375,unrealistic,0.125,0.2413793103448276,[,0.0086206896551724,0.2333333333333333,[,0.0166666666666666,0.4333333333333333, unrealistic,0.1833333333333333,0.3928571428571428, unrealistic,0.1428571428571428
Recording new songs,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,3,0,1,0.8,songs,1.8,0.75,songs,1.75,0.4,new ,1.4,0.6,new ,1.6,0.75, new,1.75,0.3333333333333333,Recording,1.3333333333333333
Bonjour Twitterland !,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,3,0,1,0.1428571428571428,Bon,1.1428571428571428,0.0,Bonjour ,1.0,0.8571428571428571,!,1.8571428571428568,0.4285714285714285,our ,1.4285714285714286,0.4,jour,1.4,1.0, !,2.0
"In modern information systems, distributed databases face synchronization challenges.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1,0.0833333333333333,In ,1.0833333333333333,0.0,In ,1.0,0.8333333333333334,challenges,1.8333333333333333,0.1666666666666666,modern ,1.1666666666666667,0.9090909090909092, challenges,1.9090909090909087,0.4545454545454545,",",1.4545454545454546
This failure highlights how incomplete explanations in critical domains such as healthcare can result in a loss of confidence and effectiveness.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,1,1,0.0434782608695652,This ,1.0434782608695652,0.28,in ,1.28,0.5217391304347826,healthcare ,1.5217391304347827,0.217391304347826,incomplete ,1.2173913043478262,0.5454545454545454, healthcare,1.5454545454545454,0.7727272727272727, loss,1.7727272727272727
"strangely enough, yes. but then it works for me, may not for everyone.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,1,1,0.7,", ",1.7,0.7222222222222222,may ,1.7222222222222223,0.2631578947368421,yes,1.263157894736842,0.8,not ,1.8,0.2777777777777778, yes,1.2777777777777777,0.3157894736842105, yes,1.3157894736842106
