sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth,BART_shap_pos,BART_shap_keyword_token,BART_shap_pos_abs_dist,T5_shap_pos,T5_shap_keyword_token,T5_shap_pos_abs_dist,SCIBERT_shap_pos,SCIBERT_shap_keyword_token,SCIBERT_shap_pos_abs_dist,ROBERTA_shap_pos,ROBERTA_shap_keyword_token,ROBERTA_shap_pos_abs_dist,DEEPSEEK_shap_pos,DEEPSEEK_shap_keyword_token,DEEPSEEK_shap_pos_abs_dist,LLAMA3_shap_pos,LLAMA3_shap_keyword_token,LLAMA3_shap_pos_abs_dist,BART_is_error,T5_is_error,SciBERT_is_error,RoBERTa_is_error,DeepSeek_is_error,LLaMA3_is_error,Negation_Norm,BART_HI_Score,T5_HI_Score,SciBERT_HI_Score,RoBERTa_HI_Score,DeepSeek_HI_Score,LLaMA3_HI_Score,Global_Gap,HPI_global
"Weights on the components were assigned using the (Och, 2003) method for max-BLEU training on the development set.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4397,18,0,1,0.5357142857142857,) ,0.0960142857142857,0.9629629629629628,.,0.5232629629629629,0.4615384615384615,2003,0.0218384615384615,0.4642857142857143,", ",0.0245857142857143,0.2333333333333333, using,0.2063666666666666,0.9642857142857144, set,0.5245857142857143,0,0,0,0,0,0,0.0,2.7457790184186632,-0.1707682057360351,1.5838482250267447,2.437858281912378,1.8231420774205769,1.1413620621307763,0.1511904761904761,1.8760590448786827
"The weights are then averaged across all iterations of the perceptron, as in (Collins, 2002).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8211,15,0,1,0.7142857142857143,in ,0.1068142857142857,0.6896551724137931,in ,0.1314448275862069,0.8636363636363636,2002,0.0425363636363635,0.9047619047619048,2002,0.0836619047619047,0.625, in,0.1961,0.6086956521739131, as,0.2124043478260869,0,0,0,0,0,0,0.0,2.7632754502637966,0.7188344045864443,1.6032943730893754,2.69085081308798,1.813256698367338,0.8399889593909197,0.1191295566502463,1.8122305802485836
"To support distributed computation (Brants et al., 2007), we further split the N-gram data into shards by hash values of the first bigram.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2571,23,0,1,0.03125,To ,0.22585,0.0769230769230769,computation ,0.180176923076923,0.2285714285714285,et ,0.0285285714285714,0.40625,we ,0.14915,0.2571428571428571, al,4.285714285712228e-05,0.0303030303030303,To,0.2267969696969697,0,0,0,0,0,0,0.0,2.956118067128312,0.6081907272249059,1.5901337348751816,2.971302190243588,1.624480804870141,0.8538832835749046,0.1646634615384615,1.9028817305994288
"The anonymization guarantee offered by (Miller & White, 2024) is demonstrably weak against determined adversaries with auxiliary data.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2868,18,1,0,0.48,2024,0.1931999999999999,0.7586206896551724,adversar,0.4718206896551724,0.6666666666666666,weak ,0.3798666666666666,0.48,2024,0.1931999999999999,0.25, (,0.0368,0.7307692307692307, weak,0.4439692307692307,0,0,0,0,0,0,0.5,0.8618959394560758,-0.6008952827614837,0.4120903295420524,1.3042925576408844,0.3212223820038172,0.336404152010429,0.2865333333333332,0.9147354803623908
"(Taylor & Miller, 2025)'s resource allocation strategy suffered from severe oscillation, leading to unstable network performance during peak demand.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,19,0,1,0.4444444444444444,suffered ,0.4444444444444444,0.78125,unstable ,0.78125,0.2142857142857142,202,0.2142857142857142,0.2592592592592592,)',0.2592592592592592,0.5517241379310345, suffered,0.5517241379310345,0.3214285714285714,)',0.3214285714285714,0,0,0,0,0,0,0.0,3.3102498077715534,-0.7565142977509618,1.7646567800903472,3.442842754747282,2.15567352342542,0.9452385741053004,0.3829365079365079,2.337430509034803
"We show translation results in terms of the automatic BLEU evaluation metric (Papineni et al. , 2002) on the MT03 Arabic-English DARPA evaluation test set consisting of a212a89a212a89a87 sentences with a98a89a212a161a213a89a214a89a215 Arabic words with a95 reference translations.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2776,37,0,1,0.2948717948717949,", ",0.0172717948717948,0.8901098901098901,Arabic ,0.61250989010989,0.240506329113924,al,0.0370936708860759,0.3076923076923077,2002,0.0300923076923076,0.0098039215686274,We,0.2677960784313725,0.0897435897435897, of,0.1878564102564102,0,0,0,0,0,0,0.0,2.618213034683323,-0.3733986921396932,1.5981808399119126,2.461440151238404,1.8822900988795008,0.8162909142604955,0.112475040571243,1.798982440448784
"(Liu & Santos, 2018) investigated the security features of blockchain, focusing on how it can prevent fraudulent activities in financial transactions.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,21,0,1,0.0357142857142857,(,0.0357142857142857,0.84375,activities ,0.84375,0.2413793103448276,) ,0.2413793103448276,0.25,2018,0.25,0.0666666666666666,Liu,0.0666666666666666,0.0357142857142857,(L,0.0357142857142857,0,0,0,0,0,0,0.0,2.6480906072833355,-0.8984172831543611,1.7901118275643628,3.4031901735986176,1.688630312446146,0.6694162155855395,0.154022988505747,1.881698150516396
"We therefore ran the dependency model on a test corpus tagged with the POS-tagger of Ratnaparkhi (1996), which is trained on the original Penn Treebank (see HWDep (+ tagger) in Table 3).",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.455,32,0,1,0.9375,Table ,0.4825,0.0,We ,0.455,0.98,.,0.5249999999999999,0.5208333333333334,1996,0.0658333333333333,0.08, the,0.375,0.5957446808510638, trained,0.1407446808510637,0,0,0,0,0,0,0.0,3.371901329448077,-0.0157807139452172,2.0565798927128074,2.614500334551671,1.9855126379086816,0.7708102751456494,0.415,2.401264095171472
"The model (Zimmerman, 2022) masterfully handles domain-specific jargon in technical translation tasks.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1058,12,0,1,0.3636363636363636,2022,0.2578363636363636,0.0,The ,0.1058,0.3043478260869565,202,0.1985478260869565,0.3636363636363636,2022,0.2578363636363636,0.12, (,0.0141999999999999,0.4782608695652174,),0.3724608695652174,0,0,0,0,0,0,0.0,3.0079372552150976,0.7770596461006556,1.7498706774863937,3.436749234458764,1.63811217403771,0.994504045019867,0.22819209486166,2.029357676493002
"The neuro-symbolic integration by (Garcia & Li, 2024) failed to correctly resolve logical inconsistencies between the symbolic and neural components.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2252,20,1,0,0.5161290322580645,2024,0.2909290322580645,0.5833333333333334,correctly ,0.3581333333333333,0.5357142857142857,failed ,0.3105142857142857,0.5161290322580645,2024,0.2909290322580645,0.625, failed,0.3998,0.6, failed,0.3747999999999999,0,0,0,0,0,0,0.5,1.0202208794740446,-0.3427740785264599,0.3469321960212322,1.722815062917772,0.6707411413861972,0.269629680723245,0.3343238095238094,1.0098791244912433
"Among these techniques, SCL (Structural Correspondence Learning) (Blitzer et al., 2006) is regarded as a promising method to tackle transfer-learning problem.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.4125,21,0,1,0.7428571428571429,promising ,0.3303571428571429,0.9777777777777776,.,0.5652777777777778,0.7352941176470589,promising ,0.3227941176470589,0.7428571428571429,promising ,0.3303571428571429,0.7894736842105263, promising,0.3769736842105263,0.8, promising,0.3875,0,0,0,0,0,0,0.0,3.125423817344017,-0.2661606481903262,1.8666028839912945,3.747317931424532,1.987413022637816,1.009022494512995,0.3536654135338346,2.279156166297348
"The ML model for satellite image segmentation by (Foster & Adams, 2024) achieved high precision in border detection.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.4153,18,0,1,0.64,2024,0.2247,0.2142857142857142,image ,0.2010142857142857,0.5833333333333334,202,0.1680333333333333,0.64,2024,0.2247,0.7777777777777778, achieved,0.3624777777777778,0.04,The,0.3753,0,0,0,0,0,0,0.0,2.954255021144802,0.5608805837661055,1.7212016200458728,3.2948434608680053,1.97345547103314,0.9972448798042012,0.2247,2.0224054412933
"The lack of comparison against a relevant commercial benchmark weakens the credibility of (Jensen, 2024)'s findings.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.7712,16,1,0,0.7916666666666666,2024,0.0204666666666666,0.5172413793103449,of ,0.2539586206896551,0.72,202,0.0512,0.7916666666666666,2024,0.0204666666666666,0.074074074074074, lack,0.6971259259259259,0.4, weak,0.3712,0,0,0,0,0,0,0.5,0.5820610325996531,-0.1062508348835929,0.1033005481902945,0.5645657257963095,0.957024856983572,0.2661543190058961,0.1525793103448275,0.6480531848763633
"We use only the words that are content words (nouns, verbs, or adjectives) and not in the stopword list used in ROUGE (Lin, 2004).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9015,24,1,1,0.9736842105263158,).,0.0721842105263158,0.9487179487179488,2004,0.0472179487179487,0.9722222222222222,.,0.0707222222222222,0.9473684210526316,2004,0.0458684210526315,0.5641025641025641, the,0.3373974358974358,0.8378378378378378, (,0.0636621621621621,0,0,0,0,0,0,0.5,3.2560775579793244,1.3804160818213775,1.6849726138904066,3.005918682108629,2.235095648287165,0.6042023985937149,0.0671921921921921,2.05312185176993
"(Wu & Adams, 2025)'s hybrid engine showed poor isolation between transactional and analytical workloads, leading to resource contention.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,18,1,0,0.25,2025,0.25,0.9666666666666668,.,0.9666666666666668,0.5,poor ,0.5,0.2857142857142857,)',0.2857142857142857,0.5714285714285714, poor,0.5714285714285714,0.5, poor,0.5,0,0,0,0,0,0,0.5,0.953914210641592,-1.7244172260061714,0.5249583185878673,1.7004830215841058,0.8359957016073665,0.3904950382266043,0.5,1.339715480263567
"One approach to translate terms consists in using a domain-specific parallel corpus with standard alignment techniques (Brown et al., 1993) to mine new translations.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7186,24,0,1,0.064516129032258,approach ,0.654083870967742,0.3846153846153846,corp,0.3339846153846154,0.625,Brown ,0.0936,0.9032258064516128,new ,0.1846258064516128,0.8529411764705882,),0.1343411764705881,0.1290322580645161, translate,0.5895677419354839,0,0,0,0,0,0,0.0,3.6498740613102303,0.2589783957614017,1.6512698166220925,3.1232265780103745,1.753791498970877,1.2040942985779215,0.2593052109181141,2.091299207061071
"(Taylor & Young, 2024)'s ML-driven sensor fusion improved environmental monitoring accuracy by two orders of magnitude.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,16,0,0,0.25,2024,0.25,0.935483870967742,magnitude,0.935483870967742,0.2307692307692307,202,0.2307692307692307,0.5833333333333334,improved ,0.5833333333333334,0.6666666666666666, improved,0.6666666666666666,0.375,)',0.375,0,0,0,0,0,0,0.0,0.4050099964151235,-2.123967265392816,0.2168129218416149,2.498112612365894,0.6419077307298071,0.362016845557186,0.4791666666666667,0.9539487037132116
"(White & Lee, 2023) introduced an efficient federated learning mechanism that minimized communication rounds for convergence.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,16,0,0,0.0434782608695652,(,0.0434782608695652,0.0,(,0.0,0.3478260869565217,) ,0.3478260869565217,0.4782608695652174,efficient ,0.4782608695652174,0.56, efficient,0.56,0.5217391304347826, efficient,0.5217391304347826,0,0,0,0,0,0,0.0,0.0704365211156736,0.0,0.3267904908917095,2.048142017591913,0.539202493813038,0.503675611209998,0.4130434782608695,0.8223073892121443
"Despite the considerable effort by (Papachristou and Kotsanis, 2012) does not provide statistical validation, which weakens the credibility of findings. Hence, additional tuning and architectural adjustments are often required to obtain acceptable results.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1357,33,1,0,0.3673469387755102,2012,0.2316469387755102,0.0784313725490196,effort ,0.0572686274509803,0.3829787234042553,does ,0.2472787234042553,0.3673469387755102,2012,0.2316469387755102,0.02,Despite,0.1156999999999999,0.58, weak,0.4443,0,0,0,0,0,0,0.5,0.9241815175986434,0.3403235209490852,0.2875209522300465,1.4689407564899613,0.3971921619356898,0.3367234694331769,0.2316469387755102,0.8054649309225427
"(Jurafsky & Martin, 2021) discussed the integration of natural language processing with information retrieval techniques.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,15,0,1,0.391304347826087,2021,0.391304347826087,0.32,", ",0.32,0.4347826086956521,) ,0.4347826086956521,0.391304347826087,2021,0.391304347826087,0.56, discussed,0.56,0.391304347826087,202,0.391304347826087,0,0,0,0,0,0,0.0,3.2241607264079524,0.2907297345261254,1.9718186091377703,4.008323042432592,2.1636420331862034,1.012695129178068,0.391304347826087,2.354089618632459
"(Bishop & Friedman, 2021) provided insights into the ethical challenges posed by AI in business environments.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,16,0,1,0.3181818181818182,2021,0.3181818181818182,0.6538461538461539,challenges ,0.6538461538461539,0.3043478260869565,202,0.3043478260869565,0.3181818181818182,2021,0.3181818181818182,0.5, provided,0.5,0.3181818181818182,202,0.3181818181818182,0,0,0,0,0,0,0.0,3.105699304531592,-0.4672505198132632,1.8492721750533792,3.695177362056969,2.1058703374205203,0.9421042291221212,0.3181818181818182,2.208513669346099
"(Young & Garcia, 2025) introduced a novel data sharding strategy that minimized communication costs in geo-distributed training.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,17,0,0,0.2307692307692307,2025,0.2307692307692307,0.0,(,0.0,0.3076923076923077,) ,0.3076923076923077,0.2307692307692307,2025,0.2307692307692307,0.7142857142857143, minimized,0.7142857142857143,0.2692307692307692,202,0.2692307692307692,0,0,0,0,0,0,0.0,0.3738553813062677,0.0,0.28908389578882,0.9882643301667268,0.6877582829247934,0.2599095301436207,0.2499999999999999,0.4977123671547189
"For instance, Pang and Lee (2004) train an independent subjectivity classifier to identify and remove objective sentences from a review prior to polarity classification.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1395,24,0,1,0.9696969696969696,.,0.8301969696969695,0.65625,from ,0.51675,0.3225806451612903,) ,0.1830806451612903,0.2727272727272727,2004,0.1332272727272727,0.21875, (,0.0792499999999999,0.3,4,0.1604999999999999,0,0,0,0,0,0,0.0,3.935184323250153,-0.1559808635237758,1.7353389105000916,2.903113448832281,1.7007463208636708,0.789881630669045,0.171790322580645,1.9170702381181808
"3.1 Results for English We used sections 0 to 12 of the WSJ part of the Penn Treebank (Marcus et al. , 1993) with a total of 24,618 sentences for our experiments.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5337,32,0,1,0.0232558139534883,3,0.5104441860465116,0.1428571428571428,sections ,0.3908428571428571,0.6444444444444445,", ",0.1107444444444445,0.6744186046511628,1993,0.1407186046511628,0.5,Marc,0.0336999999999999,0.5319148936170213, (,0.0017851063829786,0,0,0,0,0,0,0.0,3.4171720282101625,0.1298847277568781,1.667377410693281,2.9351949187108337,1.6568879751615568,0.6366617236552359,0.1257315245478036,1.8253741045292744
Table 6 contrasts our results with those from Collins (2002).,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7344,10,0,1,0.2307692307692307,contrasts ,0.5036307692307693,0.1538461538461538,contrast,0.5805538461538462,0.9285714285714286,.,0.1941714285714285,0.8461538461538461,2002,0.111753846153846,0.0625,Table,0.6719,1.0,).,0.2655999999999999,0,0,0,0,0,0,0.0,3.4061340205296884,-0.3008441635149754,1.745758952845638,2.8111539555400693,2.271386245789201,0.8913428852505391,0.3846153846153846,2.340772899778821
"(Adams, 2023)’s sampling process expertly included critical edge cases, providing a comprehensive and nuanced view of the true range of the phenomenon.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0065,22,0,0,0.3939393939393939,ly ,0.3874393939393939,0.6111111111111112,comprehensive ,0.6046111111111112,0.1212121212121212,202,0.1147121212121212,0.0606060606060606,Adams,0.0541060606060606,0.0606060606060606,Adams,0.0541060606060606,0.1818181818181818,202,0.1753181818181818,0,0,0,0,0,0,0.0,0.6276673102018862,-1.3727379467957292,0.1077746374061478,0.2317080555521715,0.0520966478735486,0.169248360401705,0.1450151515151514,0.2887033373356251
"The diversity function rewards summaries that cover many important aspects and plays the redundancy reducing role that is common in most extractive summarization frameworks (Goldstein et al., 2000).",1,0,0,1,1,1,1,1,2,2,1,1,1,1,0,0,0.87,28,0,1,0.8611111111111112,et ,0.0088888888888888,0.0,The ,0.87,0.9444444444444444,),0.0744444444444444,0.9444444444444444,2000,0.0744444444444444,0.1842105263157894, cover,0.6857894736842105,0.25, important,0.62,0,0,0,0,1,1,0.0,2.6046323917949823,-0.958016537023789,1.6332727380875949,2.651377235019929,2.284759886589696,1.2334729387584504,0.3472222222222222,2.2663287422984144
"2 Phrase-based statistical machine translation Phrase-based SMT uses a framework of log-linear models (Och, 2003) to integrate multiple features.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7007,19,0,1,0.7941176470588235,2003,0.0934176470588235,0.2,translation ,0.5006999999999999,0.1935483870967742,machine ,0.5071516129032259,0.7941176470588235,2003,0.0934176470588235,0.5588235294117647, models,0.1418764705882352,1.0,.,0.2993,0,0,0,0,0,0,0.0,2.7415723599685027,-0.1195401768721826,2.0398109285674897,2.732629572302136,1.7610469442920376,0.923876132437945,0.2205882352941175,2.014219536713508
"(Liu & Huang, 2024)'s ML system successfully predicted material properties based on molecular structure input.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,15,0,0,0.5454545454545454,successfully ,0.5454545454545454,0.5172413793103449,system ,0.5172413793103449,0.2608695652173913,202,0.2608695652173913,0.5454545454545454,successfully ,0.5454545454545454,0.625, successfully,0.625,0.5909090909090909, successfully,0.5909090909090909,0,0,0,0,0,0,0.0,0.8836581739966329,-1.1743695343729603,0.2450928681687821,2.3358975076668096,0.6017884975591942,0.5704507869385963,0.5454545454545454,1.0859178919739323
"This involves running GIZA++ (Och and Ney, 2003) on the corpus in both directions, and applying renement rules (the variant they designate is nal-and) to obtain a single many-tomany word alignment for each sentence.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1336,34,0,1,0.9622641509433962,sentence,0.8286641509433963,0.3898305084745763,", ",0.2562305084745763,0.981132075471698,.,0.8475320754716982,0.2641509433962264,2003,0.1305509433962264,0.2807017543859649,2,0.1471017543859649,0.4807692307692308, and,0.3471692307692308,0,0,0,0,0,0,0.0,3.9327010955785946,0.4355150341279558,2.359606086618997,2.8916521253064555,1.7660781693895675,0.9700880468974808,0.3016998696219035,2.175700590813789
"3.2 Conversion to Dependencies 3.2.1 Syntactic Dependencies There exists no large-scale dependency treebank for English, and we thus had to construct a dependency-annotated corpus automatically from the Penn Treebank (Marcus et al., 1993).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9046,33,1,1,0.9814814814814816,).,0.0768814814814816,0.95,", ",0.0453999999999999,0.3018867924528302,no ,0.6027132075471697,0.9629629629629628,1993,0.0583629629629629,0.8813559322033898, al,0.0232440677966101,0.8518518518518519, (,0.0527481481481481,0,0,0,0,0,0,0.5,3.2636873247501748,1.384543639427573,2.18479020021778,3.0594262925062283,1.9326094348590748,0.5936662467917942,0.0555555555555555,2.0299550599053715
"In this paper we adopt a maximum entropy model (Berger et al. , 1996) to estimate the local probabilities a28 a14 a1 a25 a19a1 a25a30a29 a2 a9a22a21 since it can incorporate diverse types of features with reasonable computational cost.",1,0,0,1,1,1,1,2,1,1,1,1,1,0,1,1,0.2034,39,0,1,0.9365079365079364,reasonable ,0.7331079365079364,0.1518987341772152,model ,0.0515012658227848,0.2580645161290322,1996,0.0546645161290322,0.9365079365079364,reasonable ,0.7331079365079365,0.84, since,0.6365999999999999,0.25," ,",0.0466,0,0,0,1,0,0,0.0,3.777896207314801,0.9003420858346145,1.6146890471961055,5.4720896524406815,2.237397231447058,0.6799250474451425,0.3456322580645161,2.263163362999922
