sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth,BART_shap_pos,BART_shap_keyword_token,BART_shap_pos_abs_dist,T5_shap_pos,T5_shap_keyword_token,T5_shap_pos_abs_dist,SCIBERT_shap_pos,SCIBERT_shap_keyword_token,SCIBERT_shap_pos_abs_dist,ROBERTA_shap_pos,ROBERTA_shap_keyword_token,ROBERTA_shap_pos_abs_dist,DEEPSEEK_shap_pos,DEEPSEEK_shap_keyword_token,DEEPSEEK_shap_pos_abs_dist,LLAMA3_shap_pos,LLAMA3_shap_keyword_token,LLAMA3_shap_pos_abs_dist,BART_is_error,T5_is_error,SciBERT_is_error,RoBERTa_is_error,DeepSeek_is_error,LLaMA3_is_error,Negation_Norm,BART_HI_Score,T5_HI_Score,SciBERT_HI_Score,RoBERTa_HI_Score,DeepSeek_HI_Score,LLaMA3_HI_Score
"Secondly, we explore the possibility of designing complementary similarity metrics that exploit linguistic information at levels further than lexical. Inspired in the work by Liu and Gildea (2005), who introduced a series of metrics based on constituent/dependency syntactic matching, we have designed three subgroups of syntactic similarity metrics.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5212,48,0,1,0.5625,who ,0.0413,0.4736842105263157,a ,0.0475157894736842,0.55,2005,0.0288,0.53125,2005,0.01005,0.639344262295082, introduced,0.118144262295082,0.3870967741935484, in,0.1341032258064516,0,0,0,0,0,0,0.0,2.657139687774668,0.9093909017096868,1.590388748168967,2.375609394163424,1.73819611233604,0.7643987588652219
"Weights on the components were assigned using the (Och, 2003) method for max-BLEU training on the development set.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4397,18,0,1,0.5357142857142857,) ,0.0960142857142857,0.9629629629629628,.,0.5232629629629629,0.4615384615384615,2003,0.0218384615384615,0.4642857142857143,", ",0.0245857142857143,0.2333333333333333, using,0.2063666666666666,0.9642857142857144, set,0.5245857142857143,0,0,0,0,0,0,0.0,2.7457790184186632,-0.17076820573603513,1.5838482250267447,2.437858281912378,1.8231420774205769,1.1413620621307765
"The weights are then averaged across all iterations of the perceptron, as in (Collins, 2002).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8211,15,0,1,0.7142857142857143,in ,0.1068142857142857,0.6896551724137931,in ,0.1314448275862069,0.8636363636363636,2002,0.0425363636363635,0.9047619047619048,2002,0.0836619047619047,0.625, in,0.1961,0.6086956521739131, as,0.2124043478260869,0,0,0,0,0,0,0.0,2.7632754502637966,0.7188344045864443,1.6032943730893754,2.6908508130879802,1.813256698367338,0.8399889593909197
"To support distributed computation (Brants et al., 2007), we further split the N-gram data into shards by hash values of the first bigram.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2571,23,0,1,0.03125,To ,0.22585,0.0769230769230769,computation ,0.180176923076923,0.2285714285714285,et ,0.0285285714285714,0.40625,we ,0.14915,0.2571428571428571, al,4.285714285712228e-05,0.0303030303030303,To,0.2267969696969697,0,0,0,0,0,0,0.0,2.956118067128312,0.6081907272249059,1.5901337348751816,2.971302190243588,1.6244808048701407,0.8538832835749046
"The anonymization guarantee offered by (Miller & White, 2024) is demonstrably weak against determined adversaries with auxiliary data.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2868,18,1,0,0.48,2024,0.1931999999999999,0.7586206896551724,adversar,0.4718206896551724,0.6666666666666666,weak ,0.3798666666666666,0.48,2024,0.1931999999999999,0.25, (,0.0368,0.7307692307692307, weak,0.4439692307692307,0,0,0,0,0,0,0.5,0.8618959394560758,-0.6008952827614837,0.4120903295420524,1.3042925576408844,0.32122238200381725,0.336404152010429
"(Taylor & Miller, 2025)'s resource allocation strategy suffered from severe oscillation, leading to unstable network performance during peak demand.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,19,0,1,0.4444444444444444,suffered ,0.4444444444444444,0.78125,unstable ,0.78125,0.2142857142857142,202,0.2142857142857142,0.2592592592592592,)',0.2592592592592592,0.5517241379310345, suffered,0.5517241379310345,0.3214285714285714,)',0.3214285714285714,0,0,0,0,0,0,0.0,3.3102498077715534,-0.7565142977509618,1.7646567800903472,3.442842754747282,2.1556735234254196,0.9452385741053004
"We show translation results in terms of the automatic BLEU evaluation metric (Papineni et al. , 2002) on the MT03 Arabic-English DARPA evaluation test set consisting of a212a89a212a89a87 sentences with a98a89a212a161a213a89a214a89a215 Arabic words with a95 reference translations.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2776,37,0,1,0.2948717948717949,", ",0.0172717948717948,0.8901098901098901,Arabic ,0.61250989010989,0.240506329113924,al,0.0370936708860759,0.3076923076923077,2002,0.0300923076923076,0.0098039215686274,We,0.2677960784313725,0.0897435897435897, of,0.1878564102564102,0,0,0,0,0,0,0.0,2.618213034683323,-0.37339869213969323,1.5981808399119126,2.4614401512384037,1.8822900988795008,0.8162909142604955
"(Liu & Santos, 2018) investigated the security features of blockchain, focusing on how it can prevent fraudulent activities in financial transactions.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,21,0,1,0.0357142857142857,(,0.0357142857142857,0.84375,activities ,0.84375,0.2413793103448276,) ,0.2413793103448276,0.25,2018,0.25,0.0666666666666666,Liu,0.0666666666666666,0.0357142857142857,(L,0.0357142857142857,0,0,0,0,0,0,0.0,2.6480906072833355,-0.8984172831543611,1.7901118275643628,3.4031901735986176,1.688630312446146,0.6694162155855395
"The experimental validation in [142] is flawed due to the lack of comprehensive benchmarking, making it difficult to assess whether the proposed framework truly outperforms state-of-the-art techniques.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1542,27,1,0,0.225,flawed ,0.0708,0.2926829268292683,lack ,0.1384829268292682,0.1794871794871795,] ,0.0252871794871794,0.125,[,0.0292,0.282051282051282, flawed,0.127851282051282,0.2432432432432432, flawed,0.0890432432432432,0,0,0,0,0,0,0.5,0.6636030452112315,0.15593069632149337,0.07895486609994598,0.6019660403357305,0.4088921647661843,-0.0062336784173767645
"The experimental findings in [275] highlight the effectiveness of the proposed system in solving complex optimization problems, outperforming existing state-of-the-art techniques.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.162,21,0,0,0.2121212121212121,] ,0.050121212121212,0.59375,", ",0.4317499999999999,0.1515151515151515,[,0.0104848484848484,0.1515151515151515,[,0.0104848484848484,0.1470588235294117, [,0.0149411764705882,0.1666666666666666, [,0.0046666666666666,0,0,0,0,0,0,0.0,0.08119836776613486,-0.9802658231666825,0.009850752751955318,0.04490114098070609,0.014386285024003291,0.0045050985224893625
"We therefore ran the dependency model on a test corpus tagged with the POS-tagger of Ratnaparkhi (1996), which is trained on the original Penn Treebank (see HWDep (+ tagger) in Table 3).",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.455,32,0,1,0.9375,Table ,0.4825,0.0,We ,0.455,0.98,.,0.5249999999999999,0.5208333333333334,1996,0.0658333333333333,0.08, the,0.375,0.5957446808510638, trained,0.1407446808510637,0,0,0,0,0,0,0.0,3.3719013294480775,-0.015780713945217295,2.0565798927128074,2.614500334551671,1.9855126379086818,0.7708102751456494
"The model (Zimmerman, 2022) masterfully handles domain-specific jargon in technical translation tasks.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1058,12,0,1,0.3636363636363636,2022,0.2578363636363636,0.0,The ,0.1058,0.3043478260869565,202,0.1985478260869565,0.3636363636363636,2022,0.2578363636363636,0.12, (,0.0141999999999999,0.4782608695652174,),0.3724608695652174,0,0,0,0,0,0,0.0,3.0079372552150976,0.7770596461006556,1.7498706774863935,3.436749234458764,1.63811217403771,0.994504045019867
The conclusions drawn in [517] are not well-supported by the presented data. The authors failed to address fundamental issues in the experimental design.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1634,23,2,0,0.3,not ,0.1366,0.9666666666666668,.,0.8032666666666667,0.2580645161290322,] ,0.0946645161290322,0.1666666666666666,[,0.0032666666666666,0.7096774193548387, failed,0.5462774193548388,0.3214285714285714, not,0.1580285714285714,0,0,0,0,0,0,1.0,1.3191058904941606,-0.883077112734452,0.19933343398758843,0.9678247514798501,1.0975676984455633,-0.031830831868674525
"The findings in [441] are contradictory to previous well-established research, suggesting possible errors in experimental design or data collection methods that undermine the credibility of the study.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.08,27,0,0,0.2352941176470588,contradictory ,0.1552941176470588,0.6111111111111112,experimental ,0.5311111111111112,0.1111111111111111,[,0.0311111111111111,0.1764705882352941,] ,0.0964705882352941,0.2857142857142857, contradictory,0.2057142857142856,0.25, contradictory,0.1699999999999999,0,0,0,0,0,0,0.0,0.2515826801261002,-1.2058600359613316,0.029229593907536235,0.41313324547362,0.19807438548234038,0.16411430331925758
"According to [4628], the proposed methodology fails to demonstrate significant improvements over existing techniques. The study does not address key issues such as scalability and robustness. The authors fail to provide sufficient evidence supporting their claims.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0492,36,3,0,0.2222222222222222,fails ,0.1730222222222222,0.8260869565217391,to ,0.7768869565217391,0.1136363636363636,28,0.0644363636363636,0.2222222222222222,fails ,0.1730222222222222,0.2727272727272727, fails,0.2235272727272727,0.2325581395348837, fails,0.1833581395348837,0,0,0,0,0,0,1.0,1.3781113468607726,-0.8231833587561871,0.17093339971108112,1.6947993132270147,0.7868039771239432,-0.00737821761487964
"As deep learning continues to evolve, concerns about its ethical implications are becoming more pressing [3778]. Future research will likely focus on reducing the risks associated with deep learning-based automation. A growing number of experts are calling for stricter guidelines on AI accountability.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3477,43,0,1,0.0769230769230769,continues ,0.2707769230769231,0.7358490566037735,growing ,0.3881490566037735,0.2962962962962963,pressing ,0.0514037037037037,0.75,growing ,0.4023,0.3148148148148148, [,0.0328851851851851,1.0,.,0.6523,0,0,0,0,0,0,0.0,3.0289014789456203,0.13600086117411403,1.6116254400282162,4.055411689364318,1.6561034212684427,1.2646546563891095
"The research in [179] presents a novel and impactful framework that has influenced multiple modern studies, providing key insights into optimization techniques and data processing strategies.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0838,26,0,0,0.125,[,0.0412,0.1818181818181818,presents ,0.0980181818181818,0.1875,] ,0.1037,0.1875,] ,0.1037,0.125, [,0.0412,0.3666666666666666, impactful,0.2828666666666666,0,0,0,0,0,0,0.0,0.06674564740921235,-0.22254516198101112,0.09742849997822706,0.44409304783258835,0.03966989775910208,0.2730733290131805
"The neuro-symbolic integration by (Garcia & Li, 2024) failed to correctly resolve logical inconsistencies between the symbolic and neural components.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2252,20,1,0,0.5161290322580645,2024,0.2909290322580645,0.5833333333333334,correctly ,0.3581333333333333,0.5357142857142857,failed ,0.3105142857142857,0.5161290322580645,2024,0.2909290322580645,0.625, failed,0.3998,0.6, failed,0.3747999999999999,0,0,0,0,0,0,0.5,1.0202208794740446,-0.34277407852645997,0.34693219602123226,1.7228150629177719,0.6707411413861972,0.26962968072324506
"According to [579], the proposed method underperforms when applied to real-world scenarios. Various datasets were analyzed to assess the generalizability of the model. Cross-validation was performed to enhance the robustness of the conclusions. Further studies are required to address the identified shortcomings.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0415,42,0,0,0.0508474576271186,[,0.0093474576271185,0.828125,. ,0.786625,0.1034482758620689,],0.0619482758620689,0.0508474576271186,[,0.0093474576271186,0.0526315789473684, [,0.0111315789473684,0.0909090909090909,"],",0.0494090909090909,0,0,0,0,0,0,0.0,0.015143255120199128,-1.7859909742871842,0.05820180900172405,0.04003028878604699,0.010718169872317418,0.04769846195401954
"In [42], the authors propose a framework for using genetic algorithms to optimize energy efficiency. Despite their claims, the lack of a comparative analysis with existing optimization techniques and the reliance on synthetic data significantly weaken the validity of their conclusions.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0105,41,1,0,0.4042553191489361,Despite ,0.3937553191489361,0.0769230769230769,the ,0.0664230769230769,0.0408163265306122,[,0.0303163265306122,0.0425531914893617,[,0.0320531914893617,0.0425531914893617, [,0.0320531914893617,0.0217391304347826,In,0.0112391304347826,0,0,0,0,0,0,0.5,1.186803575814254,0.31953882159204394,0.0836798637143297,0.6141847722987068,0.3166518623849081,-0.08134407705816174
